applylink,bankname,baseUrl,category,image,location,offerdetails,offerlink,offertitle,shopname,tnc,validity
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Health,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Islamabad,,,,Maroof international hospital,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Nationwide, Karachi, Islamabad",,,,Marriot,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/10/Mas-Brand.jpg,Karachi,,,,Mas Brand,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Multan,,,,Max Grill Restaurant,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Karachi, Islamabad",,,,Metafitnosis,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Shopping,https://www.bankalfalah.com/wp-content/uploads/2018/10/Metro-Shoes-1.jpg,Nationwide,,,,Metro Shoes,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/saporito-restaurant,15% off on Total Bill,Saporito Restaurant,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 31st January 2024Location: Dubai,Valid till 31 January 2024
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Shopping,https://www.bankalfalah.com/wp-content/uploads/2019/05/milli-1.png,"Lahore, Nationwide",,,,Milli Shoes,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Multan,,,,Mirrors,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Karachi,,,,Miyako,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lahore,,,,Mocca Coffee,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/10/118-Modren-Crockery.png,Rawalpindi,,,,Modren Crockery,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/EI_PF_Emirati_320x99.jpg,,,https://www.emiratesislamic.ae/eng/promotions/uaen-offer/,Our Personal Finance solutions can help you get access to cash when you need it the most.,Go further with our Personal Finance,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/EI_PF_Expats_Banner_320x99_EN.jpg,,,https://www.emiratesislamic.ae/eng/promotions/finance-consolidation-offer/,Settle all your obligations the easy way with Emirates Islamic Personal Finance.,Finance Consolidation Offer,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Fashion,https://www.bankalfalah.com/wp-content/uploads/2019/10/119-Moeen-Jewellry-House.png,Lahore,,,,Moeen Jewellry House,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/Skywards_Cards_Campaign_08092022_320x99_EN.jpg,,,https://www.emiratesislamic.ae/eng/promotions/bonus-skywardsmiles-promo-2022/,Apply & Fly with Emirates Islamic Skywards Credit Cards.,"100,000 Skywards Miles",,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/EID-Card-Offers-2022-320x99.jpg,,,https://www.emiratesislamic.ae/eng/promotions/eid-2022-offers/,Amazing discounts with your Emirates Islamic Credit Card.,Card Offers,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/Noon_Emarati_CC_320x99.jpg,,,https://www.emiratesislamic.ae/eng/promotions/noon-emarati-credit-card-offer/,"Shop on noon with your Emirates Islamic Emarati Credit card and enjoy 15% discount up to AED 100, on orders of AED 200 and above.",Enjoy 15% off on Noon purchase,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/pura-logo-320x99.jpg,,,https://www.emiratesislamic.ae/eng/promotions/pura/,AED 99 offer for trial plan with Emirates Islamic Credit and Debit Card.,Pura - Meal Plan Offers,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2022/02/5191d7aa-c382-468a-9412-c23a12b21854.jpg,Jhelum,,,,Monarch Lounge Restaurant,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/bonus_extramiles_offer_320x99.jpg,,,https://www.emiratesislamic.ae/eng/promotions/bonus-extramiles-offer/,Earn additional Miles with ExtraMiles App.,Bonus ExtraMiles Offer,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/emaar_entertainment_attractions_320X99.jpg,,,https://www.emiratesislamic.ae/eng/promotions/emaar-attractions/,Enjoy 15% discount on the below Emaar Entertainment Attractions.,Emaar Entertainment Attractions,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/Referafriend_320x99.jpg,,,https://www.emiratesislamic.ae/eng/general/refer-a-friend/,Refer family & friends to Emirates Islamic and you'll both earn cash rewards.,Refer a Friend,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/Visa_Offer_Banner320x99.jpg,,,https://www.emiratesislamic.ae/eng/promotions/visa-offers/,Enjoy an exceptional getaway enhanced by Jumeirah's impeccable safety standards and superior service.,Visa Offers,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Fashion,https://www.bankalfalah.com/wp-content/uploads/2018/10/Monsoon.png,"Lahore, Karachi",,,,Monsoon,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/EI_Cashback_Souk_320x99_EN.jpg,,,https://www.emiratesislamic.ae/eng/personal-banking/cards/credit-cards/cashback-souk/,"Get up to 25% cashback on 1,500 brands globally.",Cashbacksouk.ae,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/EI_Smartmiles_conversion_320x99.jpg,,,https://www.emiratesislamic.ae/eng/personal-banking/cards/credit-cards/ei-smartmiles-conversion/,"Now, convert your EI SmartMiles to Skywards Miles or Etihad Guest Miles and much more.",Choose the destination Fly with EI SmartMiles,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/includes/themes/EI-English/images/promotions/EI_Free_Remittance_Promo_320x99.jpg,,,https://www.emiratesislamic.ae/eng/promotions/free-international-remittance/,Remit more for less,Free International Remittance,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2022/12/mood-coffee.jpg,Karachi,,,,Mood Coffee,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/InterMiles_logo_320x99.jpg,,,https://www.emiratesislamic.ae/eng/promotions/smartmiles-to-intermiles/,"Now, you can convert your accumulated EI SmartMiles into InterMiles.",EI SmartMiles to InterMiles,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/assets/images/EI_cards_0epp_320x99.jpg,,,https://www.emiratesislamic.ae/eng/personal-banking/cards/credit-cards/card-benefits/easy-payment-plans/,Shop to your heart's content with the 0% Easy Payment Plan,Easy Payment Plans,,
,Emirates Islamic,https://www.emiratesislamic.ae/eng/promotions/,,https://www.emiratesislamic.ae/eng/includes/themes/EI-English/images/promotions/EI_Mazaya_320x99.jpg,,,https://www.emiratesislamic.ae/eng/mazaya/,We are delighted to present to you our Mazaya Offers.,Mazaya Offers,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Fashion,https://www.bankalfalah.com/wp-content/uploads/2018/10/Mothercare-ELC-1.jpg,"Lahore, Karachi, Islamabad",,,,Mothercare,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Gujranwala,,,,Mughal Mehal,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Islamabad,,,,My Books,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Fashion,https://www.bankalfalah.com/wp-content/uploads/2019/10/Needle-Craft.png,Lahore,,,,Needle Craft,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Lahore, Karachi, Islamabad",,,,New York Coffee,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Karachi,,,,Newburry café,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Shopping,https://www.bankalfalah.com/wp-content/uploads/2019/10/Nisar-General-Store.png,Lahore,,,,Nisar General Store,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Lahore, Islamabad",,,,Noi Stir Fry,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/Okra-image-min.png,Karachi,,,,Okra,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Rawalpindi,,,,Old Book bank 1,,
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/layali-kaza-cafe,15% off on Total Bill,Layali Kaza Cafe,Valid on All DIB Credit CardsApplicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Offer End Date : 29th February 2024Location: Dubai,Valid till 29 February 2024
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,LifestyleHealth,https://www.bankalfalah.com/wp-content/uploads/2019/05/125-Optic-World.png,Lahore,,,,Optic World,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/12/Dtr4rmFW4AAo3hV.jpg,Lahore,,,,P.F.Chang’s,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Other,https://www.bankalfalah.com/wp-content/uploads/2018/10/Pak-Oriental-Carpets-1.png,Nationwide,,,,Pak Oriental Carpet,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Rawalpindi,,,,Pappa rotti – Bahria Town,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Nationwide, Rawalpindi",,,,PC,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Nationwide, Karachi",,,,PC,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Lahore, Nationwide",,,,PC,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Shopping,https://www.bankalfalah.com/wp-content/uploads/2019/10/Pearl-International.png,Lahore,,,,Pearl International,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Lahore, Karachi, Islamabad",,,,PF Changs,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Shopping,https://www.bankalfalah.com/wp-content/uploads/2018/10/Pick-n-play-min.jpg,Islamabad,,,,Pick n play,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Karachi, Hyderabad",,,,Pie in the Sky,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Karachi,,,,POMO,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2019/10/Prezzo-Foods.png,Lahore,,,,Prezzo Foods,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Sargodha,,,,Prime Castle hotel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Travel,https://www.bankalfalah.com/wp-content/uploads/2022/10/Qatar-airways-image.jpg,Nationwide,,,,Qatar Airways,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/wp-content/uploads/2019/05/37-Questions.png,Lahore,,,,Questions,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Nationwide,,,,Rafia.pk,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Lahore, Karachi, Islamabad",,,,Ramada Hotel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Multan,,,,Ramada Multan,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Lifestyle,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,"Lahore, Karachi, Islamabad",,,,Readings,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Gujranwala,,,,Rechna Pearl Hotel,,
,Bank Al Falah Limited,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/discounts,Dining,https://www.bankalfalah.com/wp-content/uploads/2018/10/red-lotus.jpg,Lahore,,,,Red Lotus – 4 Points by Sheraton Lahore,,
